date,geography,geography code,Welsh reading ability: Total: All usual residents aged 3 years and over,Welsh reading ability: Cannot read Welsh,Welsh reading ability: Can read Welsh
2021,Newport 005D,W01001678,1578,1472,106
2021,Newport 007D,W01001679,1079,966,113
2021,Newport 007E,W01001680,1240,1120,120
2021,Newport 006B,W01001681,1282,1189,93
2021,Newport 006C,W01001682,1353,1281,72
2021,Newport 006D,W01001683,1058,969,89
2021,Newport 006E,W01001684,1366,1244,122
2021,Newport 014B,W01001685,1642,1524,118
2021,Newport 014C,W01001686,1266,1157,109
2021,Newport 014D,W01001687,2263,2145,118
2021,Newport 019D,W01001689,2018,1850,168
2021,Newport 013D,W01001690,2106,1958,148
2021,Newport 011D,W01001691,1641,1560,81
2021,Newport 011E,W01001692,2192,2030,162
2021,Newport 013E,W01001693,2743,2604,139
2021,Cardiff 036A,W01001694,1931,1783,148
2021,Cardiff 036B,W01001695,3932,3615,317
2021,Cardiff 036C,W01001696,1478,1343,135
2021,Cardiff 036D,W01001697,1865,1669,196
2021,Cardiff 036E,W01001698,2013,1817,196
2021,Cardiff 049A,W01001699,2421,2240,181
2021,Cardiff 045A,W01001702,1721,1537,184
2021,Cardiff 045B,W01001703,1163,1072,91
2021,Cardiff 041A,W01001704,1612,1470,142
2021,Cardiff 045C,W01001705,1900,1725,175
2021,Cardiff 041B,W01001706,1338,1202,136
2021,Cardiff 041C,W01001707,1958,1764,194
2021,Cardiff 045D,W01001708,1597,1447,150
2021,Cardiff 040B,W01001710,1775,1365,410
2021,Cardiff 040C,W01001711,2026,1791,235
2021,Cardiff 040D,W01001712,1411,1091,320
2021,Cardiff 040E,W01001713,1672,1217,455
2021,Cardiff 035A,W01001714,1527,999,528
2021,Cardiff 035B,W01001715,1519,1098,421
2021,Cardiff 035C,W01001716,1242,908,334
2021,Cardiff 035D,W01001717,1470,1121,349
2021,Cardiff 028A,W01001718,1728,1504,224
2021,Cardiff 028B,W01001719,1985,1743,242
2021,Cardiff 028C,W01001720,2223,1948,275
2021,Cardiff 032A,W01001721,2875,2606,269
2021,Cardiff 028D,W01001722,1747,1553,194
2021,Cardiff 032C,W01001724,2391,2126,265
2021,Cardiff 032D,W01001725,2299,2051,248
2021,Cardiff 028E,W01001726,1758,1543,215
2021,Cardiff 014A,W01001727,1171,946,225
2021,Cardiff 014B,W01001728,1384,1019,365
2021,Cardiff 014C,W01001729,2787,2373,414
2021,Cardiff 008A,W01001730,1516,1317,199
2021,Cardiff 008B,W01001731,1419,1212,207
2021,Cardiff 019A,W01001732,1697,1476,221
2021,Cardiff 019B,W01001733,1465,1280,185
2021,Cardiff 019C,W01001734,1566,1335,231
2021,Cardiff 019D,W01001735,1998,1731,267
2021,Cardiff 008C,W01001736,1457,1254,203
2021,Cardiff 039A,W01001737,1572,1443,129
2021,Cardiff 039B,W01001738,1365,1277,88
2021,Cardiff 039C,W01001739,1407,1291,116
2021,Cardiff 039D,W01001740,1449,1333,116
2021,Cardiff 039E,W01001741,1572,1454,118
2021,Cardiff 043A,W01001742,1534,1397,137
2021,Cardiff 043B,W01001743,1412,1263,149
2021,Cardiff 043C,W01001744,1646,1525,121
2021,Cardiff 043D,W01001745,1235,1117,118
2021,Cardiff 041D,W01001746,1475,1344,131
2021,Cardiff 027A,W01001747,1626,1430,196
2021,Cardiff 027B,W01001748,1509,1367,142
2021,Cardiff 027C,W01001749,1491,1327,164
2021,Cardiff 031A,W01001750,1562,1390,172
2021,Cardiff 027D,W01001751,1731,1570,161
2021,Cardiff 031B,W01001752,1541,1346,195
2021,Cardiff 031C,W01001753,1589,1436,153
2021,Cardiff 031D,W01001754,1563,1366,197
2021,Cardiff 025A,W01001755,1448,1207,241
2021,Cardiff 025B,W01001756,4209,3774,435
2021,Cardiff 025C,W01001757,1420,1182,238
2021,Cardiff 025D,W01001758,2141,1803,338
2021,Cardiff 046A,W01001759,1531,1376,155
2021,Cardiff 046B,W01001760,1596,1395,201
2021,Cardiff 046C,W01001761,1711,1431,280
2021,Cardiff 046D,W01001762,1757,1562,195
2021,Cardiff 044A,W01001764,1962,1712,250
2021,Cardiff 044B,W01001765,1389,1217,172
2021,Cardiff 044C,W01001766,1627,1395,232
2021,Cardiff 044D,W01001767,1756,1533,223
2021,Cardiff 044E,W01001768,1605,1411,194
2021,Cardiff 018A,W01001769,1539,1257,282
2021,Cardiff 018B,W01001770,1013,842,171
2021,Cardiff 018C,W01001771,1612,1344,268
2021,Cardiff 021A,W01001772,1361,1169,192
2021,Cardiff 012A,W01001773,2465,2192,273
2021,Cardiff 018D,W01001774,1359,1122,237
2021,Cardiff 021B,W01001775,1550,1363,187
2021,Cardiff 021C,W01001776,1257,1106,151
2021,Cardiff 001A,W01001777,1715,1482,233
2021,Cardiff 001B,W01001778,1714,1467,247
2021,Cardiff 026A,W01001779,1473,1225,248
2021,Cardiff 026B,W01001780,1606,1270,336
2021,Cardiff 026C,W01001781,1638,1234,404
2021,Cardiff 026D,W01001782,1416,1102,314
2021,Cardiff 026E,W01001783,1183,1044,139
2021,Cardiff 026F,W01001784,1279,1117,162
2021,Cardiff 023A,W01001785,1167,1048,119
2021,Cardiff 023B,W01001786,1440,1195,245
2021,Cardiff 023C,W01001787,1340,1188,152
2021,Cardiff 023D,W01001788,1538,1383,155
2021,Cardiff 023E,W01001789,1497,1199,298
2021,Cardiff 023F,W01001790,1178,1049,129
2021,Cardiff 005A,W01001791,1774,1510,264
2021,Cardiff 005B,W01001792,1566,1403,163
2021,Cardiff 002A,W01001793,1316,1139,177
2021,Cardiff 001C,W01001794,1297,1124,173
2021,Cardiff 002B,W01001795,1456,1258,198
2021,Cardiff 002C,W01001796,1392,1208,184
2021,Cardiff 005C,W01001797,1390,1208,182
2021,Cardiff 002D,W01001798,1359,1193,166
2021,Cardiff 001D,W01001799,1242,1041,201
2021,Cardiff 005D,W01001800,1371,1219,152
2021,Cardiff 007A,W01001802,1656,1568,88
2021,Cardiff 015A,W01001803,1616,1505,111
2021,Cardiff 015B,W01001804,1538,1414,124
2021,Cardiff 015C,W01001805,1495,1335,160
2021,Cardiff 015D,W01001806,1666,1464,202
2021,Cardiff 007B,W01001807,1592,1461,131
2021,Cardiff 007C,W01001808,1659,1533,126
2021,Cardiff 017A,W01001809,1185,1054,131
2021,Cardiff 017B,W01001810,1682,1550,132
2021,Cardiff 009A,W01001811,1521,1390,131
2021,Cardiff 017C,W01001812,1237,1152,85
2021,Cardiff 017D,W01001813,1772,1603,169
2021,Cardiff 017E,W01001814,1401,1289,112
2021,Cardiff 008D,W01001815,1350,1253,97
2021,Cardiff 009B,W01001816,2675,2405,270
2021,Cardiff 009C,W01001817,1346,1234,112
2021,Cardiff 009D,W01001818,1501,1363,138
2021,Cardiff 014D,W01001819,2327,1851,476
2021,Cardiff 006A,W01001820,1170,894,276
2021,Cardiff 024A,W01001821,1693,1503,190
2021,Cardiff 029A,W01001822,1797,1556,241
2021,Cardiff 029B,W01001823,1232,1011,221
2021,Cardiff 029C,W01001824,1510,1290,220
2021,Cardiff 029D,W01001825,1907,1615,292
2021,Cardiff 024B,W01001826,1343,1120,223
2021,Cardiff 024C,W01001827,1608,1385,223
2021,Cardiff 024D,W01001828,1472,1239,233
2021,Cardiff 033A,W01001829,1963,1790,173
2021,Cardiff 033B,W01001830,1595,1423,172
2021,Cardiff 030A,W01001831,1462,1259,203
2021,Cardiff 033C,W01001832,1743,1583,160
2021,Cardiff 033D,W01001833,1500,1283,217
2021,Cardiff 033E,W01001834,1609,1415,194
2021,Cardiff 033F,W01001835,2161,1962,199
2021,Cardiff 030B,W01001836,1300,1094,206
2021,Cardiff 030C,W01001837,1439,1293,146
2021,Cardiff 030D,W01001838,1596,1354,242
2021,Cardiff 030E,W01001839,1554,1342,212
2021,Cardiff 007D,W01001840,1884,1752,132
2021,Cardiff 003A,W01001841,1858,1661,197
2021,Cardiff 003B,W01001842,1696,1507,189
2021,Cardiff 003D,W01001844,1833,1622,211
2021,Cardiff 006C,W01001846,1700,1398,302
2021,Cardiff 006D,W01001847,1508,1306,202
2021,Cardiff 012B,W01001848,1416,1173,243
2021,Cardiff 004A,W01001849,1518,1293,225
2021,Cardiff 012C,W01001850,1868,1531,337
2021,Cardiff 012D,W01001851,1519,1333,186
2021,Cardiff 004B,W01001852,1826,1542,284
2021,Cardiff 004C,W01001853,1569,1378,191
2021,Cardiff 004D,W01001854,1498,1316,182
2021,Cardiff 042A,W01001855,1726,1473,253
2021,Cardiff 042B,W01001856,1661,1508,153
2021,Cardiff 042C,W01001857,2014,1805,209
2021,Cardiff 034A,W01001858,1556,1238,318
2021,Cardiff 034B,W01001859,1462,1112,350
2021,Cardiff 034C,W01001860,1614,1256,358
2021,Cardiff 034D,W01001861,1501,1140,361
2021,Cardiff 042D,W01001862,1805,1602,203
2021,Cardiff 022A,W01001863,1457,1319,138
2021,Cardiff 022B,W01001864,1432,1314,118
2021,Cardiff 022C,W01001865,1255,1115,140
2021,Cardiff 016A,W01001866,1523,1407,116
2021,Cardiff 016B,W01001867,1366,1250,116
2021,Cardiff 022D,W01001868,1470,1345,125
2021,Cardiff 038A,W01001869,1346,1208,138
2021,Cardiff 037A,W01001870,1404,1199,205
2021,Cardiff 037B,W01001871,1586,1448,138
2021,Cardiff 038B,W01001872,1555,1395,160
2021,Cardiff 038C,W01001873,1759,1554,205
2021,Cardiff 038D,W01001874,1467,1291,176
2021,Cardiff 037D,W01001876,1570,1441,129
2021,Cardiff 011A,W01001877,1770,1588,182
2021,Cardiff 011B,W01001878,1521,1387,134
2021,Cardiff 013A,W01001879,1831,1685,146
2021,Cardiff 013B,W01001880,1582,1462,120
2021,Cardiff 013C,W01001881,1423,1320,103
2021,Cardiff 011C,W01001882,1679,1520,159
2021,Cardiff 016C,W01001883,1607,1489,118
2021,Cardiff 013D,W01001884,1375,1247,128
2021,Cardiff 011D,W01001885,2494,2264,230
2021,Cardiff 016D,W01001886,1274,1176,98
2021,Cardiff 020A,W01001887,1579,1108,471
2021,Cardiff 010A,W01001888,1605,1304,301
2021,Cardiff 020B,W01001889,1433,1210,223
2021,Cardiff 021D,W01001890,1522,1340,182
2021,Cardiff 020C,W01001891,1584,1298,286
2021,Cardiff 020D,W01001892,1386,1180,206
2021,Cardiff 010B,W01001893,1781,1552,229
2021,Cardiff 010C,W01001894,1483,1212,271
2021,Cardiff 010D,W01001895,1589,1315,274
2021,Cardiff 020E,W01001896,1415,1061,354
2021,Powys 020D,W01001897,1831,1579,252
2021,Merthyr Tydfil 008F,W01001898,1427,1298,129
2021,Powys 021F,W01001899,2137,1470,667
2021,Neath Port Talbot 020G,W01001900,1373,968,405
2021,Powys 017F,W01001901,1773,1559,214
2021,Powys 017G,W01001902,1344,1205,139
2021,Powys 018F,W01001903,2066,1855,211
2021,Powys 018G,W01001904,1614,1460,154
2021,Powys 018H,W01001905,2105,1861,244
2021,Powys 001F,W01001906,1907,1207,700
2021,Powys 001G,W01001907,1347,982,365
2021,Monmouthshire 010G,W01001908,2073,1895,178
2021,Vale of Glamorgan 012G,W01001910,1602,1419,183
2021,Vale of Glamorgan 012H,W01001911,1102,987,115
2021,Newport 020E,W01001912,1485,1379,106
2021,Newport 020F,W01001913,1407,1265,142
2021,Rhondda Cynon Taf 023F,W01001914,1870,1555,315
2021,Rhondda Cynon Taf 027F,W01001915,1599,1253,346
2021,Rhondda Cynon Taf 027G,W01001916,1448,1087,361
2021,Rhondda Cynon Taf 023G,W01001917,1427,1295,132
2021,Bridgend 017E,W01001918,1818,1581,237
2021,Bridgend 017F,W01001919,1327,1186,141
2021,Bridgend 017G,W01001920,1167,1021,146
2021,Bridgend 017H,W01001921,1477,1314,163
2021,Cardiff 032E,W01001922,2009,1787,222
2021,Carmarthenshire 026G,W01001923,1691,1325,366
2021,Carmarthenshire 026H,W01001924,1324,1116,208
2021,Carmarthenshire 023F,W01001925,2139,1535,604
2021,Conwy 011F,W01001926,2064,1458,606
2021,Conwy 010G,W01001927,1312,1157,155
2021,Conwy 010H,W01001928,1059,944,115
2021,Wrexham 012F,W01001929,1131,1046,85
2021,Wrexham 019F,W01001930,2026,1458,568
2021,Wrexham 012G,W01001931,1367,1251,116
2021,Gwynedd 014E,W01001932,2694,737,1957
2021,Gwynedd 017F,W01001933,1878,1134,744
2021,Ceredigion 003E,W01001935,1005,604,401
2021,Ceredigion 003F,W01001936,1434,1026,408
2021,Ceredigion 001F,W01001937,1916,1160,756
2021,Cardiff 048A,W01001940,1027,906,121
2021,Cardiff 049B,W01001942,1536,1381,155
2021,Cardiff 048B,W01001943,1163,1015,148
2021,Cardiff 048C,W01001944,1152,1004,148
2021,Cardiff 049C,W01001946,1284,1165,119
2021,Cardiff 048E,W01001947,1658,1475,183
2021,Cardiff 006E,W01001948,2184,1831,353
2021,Cardiff 005F,W01001949,1267,1129,138
2021,Cardiff 049D,W01001950,1131,1014,117
2021,Cardiff 049E,W01001951,1497,1313,184
2021,Cardiff 049F,W01001952,1848,1709,139
2021,Cardiff 005G,W01001953,1457,1242,215
2021,Cardiff 006F,W01001954,1500,1239,261
2021,Swansea 025F,W01001955,1903,1809,94
2021,Swansea 032C,W01001956,2196,1962,234
2021,Swansea 025H,W01001958,1285,1166,119
2021,Merthyr Tydfil 005E,W01001959,1499,1336,163
2021,Merthyr Tydfil 005F,W01001960,1395,1218,177
2021,Merthyr Tydfil 006G,W01001961,2281,2003,278
2021,Rhondda Cynon Taf 011E,W01001962,2391,2095,296
2021,Rhondda Cynon Taf 014H,W01001963,2189,1984,205
2021,Rhondda Cynon Taf 021H,W01001964,2197,1938,259
2021,Rhondda Cynon Taf 029E,W01001965,1653,1430,223
2021,Rhondda Cynon Taf 029F,W01001966,1650,1329,321
2021,Rhondda Cynon Taf 031G,W01001967,1453,1172,281
2021,Rhondda Cynon Taf 031H,W01001968,1438,1176,262
2021,Wrexham 010F,W01001969,2211,2014,197
2021,Wrexham 021C,W01001970,2111,1902,209
2021,Wrexham 022D,W01001971,2637,2475,162
2021,Wrexham 022E,W01001972,1271,1126,145
2021,Blaenau Gwent 009F,W01001973,2190,2053,137
2021,Monmouthshire 002G,W01001974,1369,1270,99
2021,Monmouthshire 002H,W01001975,1272,1143,129
2021,Monmouthshire 003F,W01001976,1570,1413,157
2021,Monmouthshire 003G,W01001977,1406,1274,132
2021,Monmouthshire 004G,W01001978,1455,1332,123
2021,Monmouthshire 004H,W01001979,1965,1783,182
2021,Monmouthshire 005F,W01001980,2155,1974,181
2021,Bridgend 011D,W01001981,2890,2627,263
2021,Bridgend 011E,W01001982,1270,1097,173
2021,Bridgend 011F,W01001983,1404,1186,218
2021,Bridgend 011G,W01001984,1134,977,157
2021,Neath Port Talbot 006F,W01001985,2005,1720,285
2021,Neath Port Talbot 007E,W01001986,2383,2093,290
2021,Neath Port Talbot 010G,W01001987,1439,1280,159
2021,Neath Port Talbot 010H,W01001988,1408,1182,226
2021,Neath Port Talbot 010I,W01001989,3364,3075,289
2021,Neath Port Talbot 021E,W01001990,2085,1919,166
2021,Swansea 005G,W01001991,1359,1187,172
2021,Swansea 005H,W01001992,1381,1224,157
2021,Swansea 006E,W01001993,1642,1353,289
2021,Swansea 006F,W01001994,1427,1241,186
2021,Swansea 021E,W01001995,1329,1229,100
2021,Swansea 021F,W01001996,1385,1269,116
2021,Swansea 025I,W01001997,1958,1807,151
2021,Vale of Glamorgan 015G,W01001998,2159,1952,207
2021,Carmarthenshire 019F,W01001999,2430,1757,673
2021,Ceredigion 002G,W01002000,2896,2265,631
2021,Ceredigion 002H,W01002001,1403,1115,288
2021,Ceredigion 007E,W01002002,4232,2429,1803
2021,Gwynedd 013E,W01002003,2337,1321,1016
2021,Gwynedd 016F,W01002004,2098,1318,780
2021,Isle of Anglesey 002E,W01002005,2190,1011,1179
2021,Isle of Anglesey 004G,W01002007,2163,1201,962
2021,Isle of Anglesey 007F,W01002008,2047,1110,937
2021,Pembrokeshire 005E,W01002009,1173,1012,161
2021,Pembrokeshire 005F,W01002010,1076,960,116
2021,Pembrokeshire 010D,W01002011,1528,1416,112
2021,Pembrokeshire 010E,W01002012,1393,1291,102
2021,Pembrokeshire 011G,W01002013,2322,2093,229
2021,Pembrokeshire 016E,W01002014,2050,1825,225
2021,Cardiff 003E,W01002016,1155,1023,132
2021,Cardiff 003F,W01002017,1297,1127,170
2021,Cardiff 003G,W01002018,1480,1289,191
2021,Cardiff 032H,W01002019,2584,2377,207
2021,Cardiff 037E,W01002020,1503,1378,125
2021,Cardiff 037F,W01002021,1441,1269,172
2021,Cardiff 040F,W01002022,1150,889,261
2021,Cardiff 040G,W01002023,1749,1389,360
2021,Cardiff 048F,W01002024,1089,973,116
2021,Cardiff 048G,W01002025,1074,956,118
2021,Newport 004F,W01002026,1745,1600,145
2021,Newport 004G,W01002027,1734,1623,111
2021,Newport 009F,W01002028,1891,1742,149
2021,Newport 009G,W01002029,1635,1469,166
2021,Newport 013F,W01002030,1358,1271,87
2021,Newport 013G,W01002031,1605,1463,142
2021,Newport 015H,W01002032,1247,1170,77
2021,Newport 015I,W01002033,1332,1228,104
2021,Newport 019E,W01002034,1631,1465,166
2021,Newport 019F,W01002035,1528,1385,143
2021,Vale of Glamorgan 005G,W01002036,1505,1343,162
2021,Vale of Glamorgan 005H,W01002037,1042,896,146
2021,Vale of Glamorgan 014G,W01002038,1239,1112,127
2021,Vale of Glamorgan 014H,W01002039,1681,1421,260
2021,Vale of Glamorgan 015F,W01002040,1821,1579,242
